relative_time,Loader_front_orientation,Loader_cylinder_right,Loader_cylinder_left,Loader_cylinder_top,Loader_bucket_load_right,Loader_bucket_load_mid,Loader_bucket_load_left
24.0,0.1769673014983809,0.2749881935172008,0.2749966498062138,0.0001710430723143,0.0,0.0,0.0
24.05,0.1709620673766503,0.2747630833007037,0.2747724125279306,0.0002213022821261,0.0,0.0,0.0
24.1,0.1649588289418687,0.2743384859500141,0.2743370649110696,0.0001592636967037,0.0,0.0,0.0
24.15,0.1590698536911614,0.2736845372305306,0.2736805918660004,0.0001381273923555,0.0,0.0,0.0
24.2,0.1531074854978995,0.2728007022893566,0.272806294269479,0.0001485872362823,0.0,0.0,0.0
24.25,0.1472342935324446,0.2716958809420257,0.2717034154536259,-1.972841433720932e-05,0.0,0.0,0.0
24.3,0.141252473618535,0.2703848897209887,0.2703975132275432,-2.593548369311805e-05,0.0,0.0,0.0
24.35,0.135283123800068,0.2688639409651988,0.268869365252287,-1.6184496807337053e-05,0.0,0.0,0.0
24.4,0.1292570246731467,0.2671143943925302,0.2671208760807665,4.325132926817856e-05,0.0,0.0,0.0
24.45,0.1232457408284376,0.2651674841639908,0.2651475838556002,-4.398653893685984e-05,0.0,0.0,0.0
24.5,0.1172104166107329,0.2629918741007065,0.2629663405456159,-9.848905253144217e-05,0.0,0.0,0.0
